Key Indicator,Constituent ID,Age,Preferred State,Gift Date,Gift Amount,Fund Split Amount,Fund Description,Campaign Description,Total Amount of Gifts_1,Gift Total Number of Gifts_1,Gift Payment Type,Gift Batch Description,First Gift Date,First Gift Amount,Last Gift Date,Last Gift Amount
"Individual","13949","77","New Jersey","12/30/2018","$250.00","$250.00","331-Unrestricted","New Campaign","$750.00","6","Credit Card","NetCommunity Donations","6/30/1975","$25.00","12/27/2023","$100.00"
"Individual","235","88","Virginia","12/30/2018","$100.00","$100.00","331-Unrestricted","New Campaign","$100.00","1","Credit Card","NetCommunity Donations","1/1/1960","$85.00","12/30/2018","$100.00"
"Individual","3959","77","Texas","12/19/2018","$500.00","$500.00","331-Unrestricted","New Campaign","$3,125.00","6","Credit Card","NetCommunity Donations","6/30/1972","$5.00","12/3/2024","$100.00"
"Individual","15970","","Illinois","12/30/2018","$1,000.00","$1,000.00","331-Unrestricted","New Campaign","$4,000.00","4","Credit Card","NetCommunity Donations","11/16/2011","$1,000.00","12/31/2023","$1,000.00"
"Individual","386721","37","New Jersey","12/30/2018","$25.00","$25.00","331-Unrestricted","New Campaign","$125.00","4","Credit Card","NetCommunity Donations","12/23/2009","$10.00","12/31/2023","$50.00"
"Individual","7995","","Pennsylvania","12/30/2018","$100.00","$100.00","331-Unrestricted","New Campaign","$200.00","2","Credit Card","NetCommunity Donations","6/30/1976","$10.00","11/19/2024","$200.00"
"Individual","107241","","New Jersey","12/30/2018","$150.00","$150.00","331-Unrestricted","New Campaign","$150.00","1","Credit Card","NetCommunity Donations","10/28/2004","$150.00","12/26/2019","$150.00"
"Individual","21071","85","New York","11/20/2018","$150.00","$150.00","331-Unrestricted","New Campaign","$1,005.96","8","Credit Card","NetCommunity Donations","1/1/1960","$50.00","3/23/2023","$150.00"
"Individual","11224","69","Vermont","12/6/2018","$125.00","$125.00","331-Unrestricted","New Campaign","$250.00","2","Credit Card","NetCommunity Donations","6/30/1983","$25.00","12/19/2019","$125.00"
"Individual","14407","83","New Jersey","12/6/2018","$1,000.00","$1,000.00","331-Unrestricted","New Campaign","$6,750.00","6","Credit Card","NetCommunity Donations","1/1/1960","$21.00","12/21/2023","$1,000.00"
"Individual","2748","80","California","12/10/2018","$25.00","$25.00","331-Unrestricted","New Campaign","$125.00","5","Credit Card","","6/30/1970","$20.00","5/30/2024","$25.00"
"Individual","21254","89","Florida","12/19/2018","$25.00","$25.00","331-Unrestricted","New Campaign","$25.00","1","Credit Card","NetCommunity Event Registration Fees","1/1/1960","$25.00","12/26/2019","$25.00"
"Individual","15701","","New Jersey","12/19/2018","$50.00","$50.00","331-Unrestricted","New Campaign","$50.00","1","Credit Card","NetCommunity Event Registration Fees","6/30/1968","$30.00","2/20/2024","$50.00"
"Individual","15389","79","Illinois","12/19/2018","$50.00","$50.00","331-Unrestricted","New Campaign","$50.00","1","Credit Card","","1/1/1960","$100.00","12/30/2019","$50.00"
"Individual","10929","67","South Carolina","12/19/2018","$50.00","$50.00","331-Unrestricted","New Campaign","$650.00","7","Credit Card","NetCommunity Donations","6/30/1981","$100.00","12/3/2024","$514.35"
"Individual","47262","62","New Jersey","12/19/2018","$30.00","$30.00","331-Unrestricted","New Campaign","$80.00","2","Credit Card","NetCommunity Donations","11/7/2012","$0.00","2/27/2022","$50.00"
"Individual","14507","80","Colorado","12/19/2018","$25.00","$25.00","331-Unrestricted","New Campaign","$150.00","6","Credit Card","NetCommunity Donations","11/27/2001","$150.00","12/27/2023","$25.00"
"Individual","389825","","New Jersey","12/19/2018","$30.00","$30.00","331-Unrestricted","New Campaign","$60.00","2","Credit Card","NetCommunity Donations (re-enter)","2/22/2012","$20.00","6/14/2024","$30.00"
"Individual","393064","35","Texas","12/19/2018","$100.00","$100.00","331-Unrestricted","New Campaign","$200.00","2","Credit Card","NetCommunity Donations (re-enter)","5/12/2014","$10.00","9/26/2019","$100.00"
"Individual","14453","81","Virginia","12/19/2018","$200.00","$200.00","331-Unrestricted","New Campaign","$1,658.52","9","Credit Card","NetCommunity Donations (re-enter)","6/30/1968","$25.00","12/2/2024","$300.00"
"Individual","2837","72","New Jersey","12/19/2018","$50.00","$50.00","331-Unrestricted","New Campaign","$135.00","3","Credit Card","NetCommunity Donations (re-enter)","6/30/1973","$10.00","4/6/2020","$25.00"
"Individual","10766","64","New Jersey","12/19/2018","$200.00","$200.00","331-Unrestricted","New Campaign","$848.97","5","Credit Card","NetCommunity Donations (re-enter)","6/30/1984","$20.00","4/7/2021","$256.41"
"Individual","28957","31","New Jersey","12/19/2018","$20.00","$20.00","331-Unrestricted","New Campaign","$20.00","1","Credit Card","NetCommunity Donations (re-enter)","11/17/1992","$5.65","12/19/2018","$20.00"
"Individual","100922","44","New Jersey","5/14/2024","$25.00","$25.00","331-Unrestricted","New Campaign","$25.00","1","Credit Card","NetCommunity Donations","5/6/2004","$25.00","5/14/2024","$25.00"
"Individual","9006","61","New Jersey","1/28/2024","$25.00","$25.00","331-Unrestricted","New Campaign","$1,375.00","45","Credit Card","Monthly Recurring GIfts","6/30/1987","$60.00","12/2/2024","$25.00"
"Individual","23376","74","Florida","1/16/2024","$100.00","$100.00","331-Unrestricted","New Campaign","$540.00","5","Credit Card","NetCommunity Event Registration Fees","6/30/1977","$10.00","1/16/2024","$100.00"
"Individual","389825","","New Jersey","6/14/2024","$30.00","$30.00","331-Unrestricted","New Campaign","$60.00","2","Credit Card","NetCommunity Donations","2/22/2012","$20.00","6/14/2024","$30.00"
"Individual","4105","","New Jersey","6/17/2024","$100.00","$100.00","331-Unrestricted","New Campaign","$653.40","4","Credit Card","NetCommunity Donations","12/17/1992","$100.00","6/17/2024","$100.00"
"Individual","7735","70","New Jersey","6/5/2024","$50.00","$50.00","331-Unrestricted","New Campaign","$2,360.20","39","Credit Card","Recurring gifts","6/30/1981","$10.00","12/2/2024","$50.00"
"Individual","15933","","Virginia","6/5/2024","$25.00","$25.00","331-Unrestricted","New Campaign","$1,161.70","58","Credit Card","Recurring gifts","1/1/1960","$200.00","10/30/2024","$25.00"
"Individual","2748","80","California","5/30/2024","$25.00","$25.00","331-Unrestricted","New Campaign","$125.00","5","Credit Card","NetCommunity Donations","6/30/1970","$20.00","5/30/2024","$25.00"
"Individual","391761","33","New Jersey","4/10/2024","$154.31","$51.44","505-General Scholarship Fund","New Campaign","$604.31","3","Credit Card","SPD Gifts as of 4.16.24","4/8/2013","$100.00","4/10/2024","$154.31"
"Individual","410127","","","4/11/2024","$21.60","$21.60","505-General Scholarship Fund","New Campaign","$21.60","1","Credit Card","SPD Gifts as of 4.16.24","4/11/2024","$21.60","4/11/2024","$21.60"
"Individual","410124","","New Jersey","4/11/2024","$30.86","$30.86","505-General Scholarship Fund","New Campaign","$30.86","1","Credit Card","SPD Gifts as of 4.16.24","4/11/2024","$30.86","4/11/2024","$30.86"
"Individual","6121","63","New Jersey","4/10/2024","$51.44","$51.44","505-General Scholarship Fund","New Campaign","$176.44","3","Credit Card","SPD Gifts as of 4.16.24","6/30/1986","$150.00","4/10/2024","$51.44"
"Individual","410169","","New Jersey","4/11/2024","$20.24","$20.24","505-General Scholarship Fund","New Campaign","$20.24","1","Credit Card","SPD Gifts as of 4.16.24","4/11/2024","$20.24","4/11/2024","$20.24"
"Individual","410166","","","4/12/2024","$21.00","$21.00","505-General Scholarship Fund","New Campaign","$21.00","1","Credit Card","SPD Gifts as of 4.16.24","4/12/2024","$21.00","4/12/2024","$21.00"
"Individual","405418","25","New Jersey","4/14/2024","$20.82","$20.82","505-General Scholarship Fund","New Campaign","$20.82","1","Credit Card","SPD Gifts as of 4.16.24","4/14/2024","$20.82","4/14/2024","$20.82"
"Individual","16163","77","Florida","12/1/2020","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$500.00","6","Credit Card","Mobile Cause","6/30/1981","$200.00","12/3/2024","$150.00"
"Individual","16163","77","Florida","11/27/2023","$250.00","$250.00","505-General Scholarship Fund","New Campaign","$500.00","6","Credit Card","","6/30/1981","$200.00","12/3/2024","$150.00"
"Individual","16163","77","Florida","4/6/2021","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$500.00","6","Credit Card","Mobile Cause","6/30/1981","$200.00","12/3/2024","$150.00"
"Individual","16163","77","Florida","12/27/2021","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$500.00","6","Credit Card","NetCommunity Donations","6/30/1981","$200.00","12/3/2024","$150.00"
"Individual","15362","78","New Jersey","4/5/2023","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$203.40","2","Credit Card","NetCommunity Donations","6/30/1980","$25.00","4/5/2023","$100.00"
"Individual","15488","72","New Jersey","1/7/2021","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$100.00","2","Credit Card","Gift receipt log 1/7/2021","6/30/1979","$50.00","12/30/2022","$100.00"
"Individual","15488","72","New Jersey","12/22/2021","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$100.00","2","Credit Card","","6/30/1979","$50.00","12/30/2022","$100.00"
"Individual","15316","","New Jersey","5/16/2023","$35.00","$35.00","505-General Scholarship Fund","New Campaign","$60.00","2","Credit Card","NetCommunity Donations","6/30/1968","$25.00","5/16/2023","$35.00"
"Individual","14506","","New Jersey","4/7/2021","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$700.00","7","Credit Card","Mobile Cause","1/1/1960","$25.00","4/10/2024","$100.00"
"Individual","14506","","New Jersey","4/12/2019","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$700.00","7","Credit Card","NetCommunity Donations","1/1/1960","$25.00","4/10/2024","$100.00"
"Individual","14506","","New Jersey","10/29/2018","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$700.00","7","Credit Card","NetCommunity Donations","1/1/1960","$25.00","4/10/2024","$100.00"
"Individual","14506","","New Jersey","4/10/2024","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$700.00","7","Credit Card","SPD Gifts as of 4.16.24","1/1/1960","$25.00","4/10/2024","$100.00"
"Individual","14506","","New Jersey","11/10/2022","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$700.00","7","Credit Card","NetCommunity Donations","1/1/1960","$25.00","4/10/2024","$100.00"
"Individual","14506","","New Jersey","3/28/2023","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$700.00","7","Credit Card","NetCommunity Donations","1/1/1960","$25.00","4/10/2024","$100.00"
"Individual","14506","","New Jersey","12/1/2020","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$700.00","7","Credit Card","Mobile Cause","1/1/1960","$25.00","4/10/2024","$100.00"
"Individual","14546","","New Mexico","4/7/2021","$102.56","$102.56","505-General Scholarship Fund","New Campaign","$352.56","4","Credit Card","Mobile Cause","5/30/2018","$100.00","3/30/2024","$100.00"
"Individual","14766","","Wisconsin","12/1/2020","$250.00","$250.00","505-General Scholarship Fund","New Campaign","$1,350.00","6","Credit Card","Mobile Cause","5/19/1993","$25.00","12/4/2024","$257.18"
"Individual","11575","60","New Jersey","11/29/2023","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$302.00","6","Credit Card","Almabase - Giving Tuesday","6/30/1989","$20.00","11/29/2023","$50.00"
"Individual","11964","68","New Jersey","4/7/2021","$51.28","$51.28","505-General Scholarship Fund","New Campaign","$201.28","4","Credit Card","Mobile Cause","6/30/1979","$5.00","12/31/2023","$50.00"
"Individual","11964","68","New Jersey","12/31/2023","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$201.28","4","Credit Card","NetCommunity Donations","6/30/1979","$5.00","12/31/2023","$50.00"
"Individual","11732","","New Jersey","9/24/2020","$15.00","$15.00","505-General Scholarship Fund","New Campaign","$15.00","1","Credit Card","","1/1/1960","$5.00","12/3/2021","$15.00"
"Individual","12863","79","New Jersey","12/22/2020","$200.00","$200.00","505-General Scholarship Fund","New Campaign","$200.00","1","Credit Card","NetCommunity Donations","6/30/1979","$15.00","11/13/2023","$200.00"
"Individual","22438","82","New Jersey","10/20/2021","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$100.00","1","Credit Card","BBMS found gifts","1/1/1960","$200.00","6/10/2024","$5,000.00"
"Individual","20457","","District of Columbia","11/8/2018","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$945.00","8","Credit Card","NetCommunity Donations","1/1/1960","$50.00","3/28/2023","$100.00"
"Individual","20697","","Massachusetts","12/19/2018","$350.00","$350.00","505-General Scholarship Fund","New Campaign","$1,250.00","4","Credit Card","NetCommunity Donations","1/1/1960","$5.00","11/20/2023","$200.00"
"Individual","20697","","Massachusetts","12/11/2019","$350.00","$350.00","505-General Scholarship Fund","New Campaign","$1,250.00","4","Credit Card","NetCommunity Donations","1/1/1960","$5.00","11/20/2023","$200.00"
"Individual","19833","85","Connecticut","6/12/2019","$250.00","$250.00","505-General Scholarship Fund","New Campaign","$1,500.00","6","Credit Card","NetCommunity Donations","4/14/2010","$100.00","5/6/2024","$250.00"
"Individual","20457","","District of Columbia","8/13/2019","$245.00","$100.00","505-General Scholarship Fund","New Campaign","$945.00","8","Credit Card","NetCommunity Event Registration Fees","1/1/1960","$50.00","3/28/2023","$100.00"
"Individual","21842","","Connecticut","4/10/2024","$150.00","$150.00","505-General Scholarship Fund","New Campaign","$300.00","2","Credit Card","SPD Gifts as of 4.16.24","1/1/1960","$100.00","4/10/2024","$150.00"
"Individual","23528","73","New Jersey","4/7/2021","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$403.40","4","Credit Card","Mobile Cause","6/30/1978","$10.00","7/24/2024","$25.00"
"Individual","23640","","New Jersey","4/7/2021","$51.28","$51.28","505-General Scholarship Fund","New Campaign","$1,502.98","9","Credit Card","Mobile Cause","6/30/1975","$10.00","10/13/2024","$125.00"
"Individual","23528","73","New Jersey","6/5/2024","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$403.40","4","Credit Card","NetCommunity Donations","6/30/1978","$10.00","7/24/2024","$25.00"
"Individual","22738","90","New Jersey","12/31/2023","$25.00","$25.00","505-General Scholarship Fund","New Campaign","$25.00","1","Credit Card","NetCommunity Donations","1/1/1960","$25.00","12/31/2023","$25.00"
"Individual","23468","","New Jersey","12/23/2020","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$250.00","2","Credit Card","NetCommunity Donations","6/30/1980","$25.00","12/26/2023","$150.00"
"Individual","23222","88","New Jersey","5/19/2021","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$300.00","4","Credit Card","NetCommunity Donations","1/1/1960","$30.00","12/6/2023","$100.00"
"Individual","23036","","New York","4/10/2024","$257.18","$257.18","505-General Scholarship Fund","New Campaign","$557.18","4","Credit Card","SPD Gifts as of 4.16.24","6/30/1970","$50.00","4/10/2024","$257.18"
"Individual","23036","","New York","11/28/2023","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$557.18","4","Credit Card","Almabase - Giving Tuesday","6/30/1970","$50.00","4/10/2024","$257.18"
"Individual","23073","77","New Jersey","4/7/2021","$25.64","$25.64","505-General Scholarship Fund","New Campaign","$217.34","6","Credit Card","Mobile Cause","6/30/1969","$100.00","6/28/2023","$25.00"
"Individual","23073","77","New Jersey","12/1/2020","$25.85","$25.85","505-General Scholarship Fund","New Campaign","$217.34","6","Credit Card","Mobile Cause","6/30/1969","$100.00","6/28/2023","$25.00"
"Individual","19003","86","New York","5/8/2024","$3,000.00","$3,000.00","505-General Scholarship Fund","New Campaign","$12,000.00","4","Credit Card","NetCommunity Donations","1/1/1960","$1,450.00","5/8/2024","$3,000.00"
"Individual","19083","","California","5/6/2021","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$203.40","2","Credit Card","","1/1/1960","$5.00","12/28/2023","$1,165.16"
"Individual","18745","75","New Jersey","12/10/2018","$500.00","$500.00","505-General Scholarship Fund","New Campaign","$1,500.00","2","Credit Card","","6/30/1972","$25.00","3/30/2019","$1,000.00"
"Individual","19730","86","New Jersey","4/6/2022","$300.00","$300.00","505-General Scholarship Fund","New Campaign","$300.00","1","Credit Card","","1/1/1960","$25.00","4/6/2022","$300.00"
"Individual","16793","84","New Jersey","3/2/2023","$25.00","$25.00","505-General Scholarship Fund","New Campaign","$275.00","9","Credit Card","NetCommunity Donations","1/1/1960","$60.00","8/30/2024","$20.00"
"Individual","16979","91","Connecticut","3/10/2022","$250.00","$250.00","505-General Scholarship Fund","New Campaign","$1,000.00","5","Credit Card","","1/1/1960","$195.00","10/31/2024","$200.00"
"Individual","16687","82","New York","2/17/2022","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$1,857.18","12","Credit Card","NetCommunity Donations","1/1/1960","$50.00","11/18/2024","$100.00"
"Individual","17297","85","New Jersey","6/29/2022","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$100.00","1","Credit Card","Checks / NetCommunity Donations","1/1/1960","$187.00","3/17/2023","$100.00"
"Individual","17002","86","California","4/13/2022","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17660","81","New Jersey","4/7/2021","$51.28","$51.28","505-General Scholarship Fund","New Campaign","$3,221.28","9","Credit Card","Mobile Cause","1/1/1960","$300.00","11/25/2024","$500.00"
"Individual","16793","84","New Jersey","4/6/2021","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$275.00","9","Credit Card","Mobile Cause","1/1/1960","$60.00","8/30/2024","$20.00"
"Individual","16793","84","New Jersey","11/29/2021","$25.00","$25.00","505-General Scholarship Fund","New Campaign","$275.00","9","Credit Card","","1/1/1960","$60.00","8/30/2024","$20.00"
"Individual","16687","82","New York","3/29/2023","$250.00","$250.00","505-General Scholarship Fund","New Campaign","$1,857.18","12","Credit Card","NetCommunity Donations","1/1/1960","$50.00","11/18/2024","$100.00"
"Individual","16687","82","New York","5/11/2020","$200.00","$100.00","505-General Scholarship Fund","New Campaign","$1,857.18","12","Credit Card","NetCommunity Event Registration Fees","1/1/1960","$50.00","11/18/2024","$100.00"
"Individual","16687","82","New York","3/21/2024","$257.18","$257.18","505-General Scholarship Fund","New Campaign","$1,857.18","12","Credit Card","","1/1/1960","$50.00","11/18/2024","$100.00"
"Individual","16232","","New Jersey","11/28/2023","$500.00","$500.00","505-General Scholarship Fund","New Campaign","$1,000.00","2","Credit Card","Almabase - Giving Tuesday","6/30/1973","$20.00","11/28/2023","$500.00"
"Individual","17002","86","California","2/8/2024","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","Recurring gifts - February","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","4/19/2024","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","Monthly recurring gift batch","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","6/5/2024","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","Recurring gifts","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","6/29/2024","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","Recurring gift batch","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","12/8/2023","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","Recurring Gifts","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","1/8/2024","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","Monthly Recurring GIfts","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","7/6/2023","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","Recurring ","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","8/9/2023","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","Recurring ","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","9/6/2023","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","Recurring Gifts","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","10/5/2023","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","Recurring ","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","11/10/2023","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","used for recurring batch #2023-318","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","4/14/2023","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","Recurring  ","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","5/10/2023","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","Recurring gifts","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","6/13/2023","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","Recurring ","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","1/13/2023","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","Recurring ","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","2/8/2023","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","Recurring ","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","3/8/2023","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","Recurring Gifts ","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","9/16/2022","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","Recurring Gifts","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","10/12/2022","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","Recurrring Gifts ","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","11/9/2022","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","Recurring Gifts","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","12/14/2022","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","Recurring Gifts","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","5/9/2022","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","Recurring gifts ","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","6/21/2022","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","Recurring Gifts","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","7/18/2022","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","8/10/2022","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","Recurring Gifts ","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17002","86","California","3/8/2022","$6,000.00","$6,000.00","505-General Scholarship Fund","New Campaign","$6,800.00","4","Credit Card","","6/30/1975","$25.00","8/30/2024","$100.00"
"Individual","17056","84","New Jersey","7/19/2021","$1,500.00","$1,500.00","505-General Scholarship Fund","New Campaign","$3,520.00","3","Credit Card","","1/1/1960","$50.00","2/22/2024","$1,000.00"
"Individual","43657","78","New Jersey","4/2/2019","$250.00","$250.00","505-General Scholarship Fund","New Campaign","$8,425.85","26","Credit Card","NetCommunity Donations","11/18/2002","$25.00","11/26/2024","$100.00"
"Individual","43657","78","New Jersey","12/1/2020","$25.00","$25.00","505-General Scholarship Fund","New Campaign","$8,425.85","26","Credit Card","NetCommunity Donations","11/18/2002","$25.00","11/26/2024","$100.00"
"Individual","8297","72","North Carolina","12/1/2020","$103.40","$103.40","505-General Scholarship Fund","New Campaign","$305.96","3","Credit Card","Mobile Cause","6/30/1981","$20.00","11/28/2023","$100.00"
"Individual","8171","72","New Jersey","12/1/2020","$206.80","$206.80","505-General Scholarship Fund","New Campaign","$256.80","2","Credit Card","Mobile Cause","6/30/1975","$5.00","9/12/2024","$300.00"
"Individual","8223","71","New Jersey","4/7/2021","$512.82","$512.82","505-General Scholarship Fund","New Campaign","$1,012.82","2","Credit Card","Mobile Cause","6/30/1975","$10.00","6/3/2023","$1,000.00"
"Individual","8732","76","Ohio","11/8/2021","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$1,125.00","8","Credit Card","","6/30/1980","$20.00","12/3/2024","$120.00"
"Individual","8732","76","Ohio","2/18/2022","$150.00","$150.00","505-General Scholarship Fund","New Campaign","$1,125.00","8","Credit Card","NetCommunity Donations","6/30/1980","$20.00","12/3/2024","$120.00"
"Individual","8732","76","Ohio","12/19/2019","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$1,125.00","8","Credit Card","","6/30/1980","$20.00","12/3/2024","$120.00"
"Individual","8741","77","New Jersey","11/13/2019","$200.00","$200.00","505-General Scholarship Fund","New Campaign","$450.00","2","Credit Card","NetCommunity Donations","4/7/1993","$25.00","12/27/2021","$250.00"
"Individual","8732","76","Ohio","2/23/2021","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$1,125.00","8","Credit Card","","6/30/1980","$20.00","12/3/2024","$120.00"
"Individual","8732","76","Ohio","10/19/2022","$225.00","$225.00","505-General Scholarship Fund","New Campaign","$1,125.00","8","Credit Card","","6/30/1980","$20.00","12/3/2024","$120.00"
"Individual","8732","76","Ohio","4/5/2023","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$1,125.00","8","Credit Card","NetCommunity Donations","6/30/1980","$20.00","12/3/2024","$120.00"
"Individual","8824","","New Jersey","4/3/2021","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$185.00","6","Credit Card","Mobile Cause","6/30/1972","$15.00","12/13/2023","$25.00"
"Individual","9159","","New York","10/30/2021","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$500.00","5","Credit Card","NetCommunity Donations","6/30/1978","$1.00","9/22/2024","$100.00"
"Individual","9734","","New Jersey","12/6/2023","$250.00","$250.00","505-General Scholarship Fund","New Campaign","$250.00","1","Credit Card","NetCommunity Donations","6/30/1973","$20.00","12/6/2023","$250.00"
"Individual","9451","67","New Jersey","3/30/2022","$25.00","$25.00","505-General Scholarship Fund","New Campaign","$25.00","1","Credit Card","","3/31/1993","$25.00","3/30/2022","$25.00"
"Individual","9159","","New York","10/22/2022","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$500.00","5","Credit Card","NetCommunity Donations","6/30/1978","$1.00","9/22/2024","$100.00"
"Individual","9159","","New York","9/27/2023","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$500.00","5","Credit Card","NetCommunity Donations","6/30/1978","$1.00","9/22/2024","$100.00"
"Individual","9339","57","New Jersey","11/26/2021","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$150.00","3","Credit Card","","2/21/1992","$100.00","11/25/2022","$50.00"
"Individual","10421","82","New Jersey","1/24/2022","$250.00","$250.00","505-General Scholarship Fund","New Campaign","$757.18","3","Credit Card","","1/1/1960","$75.00","4/10/2024","$257.18"
"Individual","10493","73","New Jersey","6/11/2024","$205.74","$205.74","505-General Scholarship Fund","New Campaign","$1,633.30","12","Credit Card","","6/30/1978","$20.00","12/5/2024","$200.00"
"Individual","10690","70","Connecticut","12/31/2018","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$100.00","3","Credit Card","NetCommunity Donations","6/30/1986","$50.00","12/31/2023","$25.00"
